"Date","Open","High","Low","Close"
"2000-08-18 00:00:00.000000",108.6,109.06,108.07,108.27
"2000-08-21 00:00:00.000000",108.19,108.75,107.78,108.64
"2000-08-22 00:00:00.000000",108.48,108.64,108.08,108.3
"2000-08-23 00:00:00.000000",108.29,108.3,106.79,106.98
"2000-08-24 00:00:00.000000",106.95,107.37,106.6,106.99
"2000-08-25 00:00:00.000000",106.86,107.28,106.61,106.8
"2000-08-28 00:00:00.000000",106.92,106.92,106.03,106.59
"2000-08-29 00:00:00.000000",106.57,106.7,105.9,106.13
"2000-08-30 00:00:00.000000",106.12,106.71,105.83,106.61
"2000-08-31 00:00:00.000000",106.6,106.82,106.23,106.67
"2000-09-01 00:00:00.000000",106.66,106.72,105.53,105.95
"2000-09-04 00:00:00.000000",105.75,106.38,105.55,106.21
"2000-09-05 00:00:00.000000",106.21,106.5,105.72,105.86
"2000-09-06 00:00:00.000000",105.87,106.11,105.53,105.93
"2000-09-07 00:00:00.000000",105.93,106.45,104.77,105.14
"2000-09-08 00:00:00.000000",105.15,106.26,105.05,106.11
"2000-09-11 00:00:00.000000",106,106.5,105.87,106.09
"2000-09-12 00:00:00.000000",106.21,107.03,106.06,106.92
"2000-09-13 00:00:00.000000",106.78,107.33,106.65,107.06
"2000-09-14 00:00:00.000000",107.05,107.73,106.83,107.41
"2000-09-15 00:00:00.000000",107.54,107.73,107.05,107.26
"2000-09-18 00:00:00.000000",107.11,107.26,106.64,106.89
"2000-09-19 00:00:00.000000",106.89,107.13,106.66,106.95
"2000-09-20 00:00:00.000000",107.02,107.38,106.36,106.6
"2000-09-21 00:00:00.000000",106.55,106.77,106.26,106.64
"2000-09-22 00:00:00.000000",106.46,108.13,106.39,108
"2000-09-25 00:00:00.000000",107.93,108.12,107.3,107.65
"2000-09-26 00:00:00.000000",107.76,107.76,107.12,107.47
"2000-09-27 00:00:00.000000",107.49,107.88,107.12,107.23
"2000-09-28 00:00:00.000000",107.21,107.79,107.17,107.65
"2000-09-29 00:00:00.000000",107.64,108.47,107.47,108.13
"2000-10-02 00:00:00.000000",108.14,108.93,108.04,108.73
"2000-10-03 00:00:00.000000",108.72,108.98,108.43,108.89
"2000-10-04 00:00:00.000000",108.78,109.45,108.55,109.19
"2000-10-05 00:00:00.000000",109.2,109.58,109,109.08
"2000-10-06 00:00:00.000000",109.07,109.12,108.62,108.73
"2000-10-09 00:00:00.000000",108.81,109.11,108.66,108.76
"2000-10-10 00:00:00.000000",108.73,108.87,107.6,107.72
"2000-10-11 00:00:00.000000",107.79,108.14,107.43,107.74
"2000-10-12 00:00:00.000000",107.69,108.16,107.3,107.75
"2000-10-13 00:00:00.000000",107.76,107.95,107.43,107.7
"2000-10-16 00:00:00.000000",107.65,108.33,107.48,108.06
"2000-10-17 00:00:00.000000",108.06,108.3,107.82,107.91
"2000-10-18 00:00:00.000000",107.93,108.3,107.4,107.66
"2000-10-19 00:00:00.000000",107.72,108.57,107.53,108.33
"2000-10-20 00:00:00.000000",108.34,109.15,108.2,108.83
"2000-10-23 00:00:00.000000",108.97,109.04,108.13,108.31
"2000-10-24 00:00:00.000000",108.3,108.47,107.6,107.94
"2000-10-25 00:00:00.000000",107.91,108.25,107.74,108.21
"2000-10-26 00:00:00.000000",108.22,108.62,107.89,108.24
"2000-10-27 00:00:00.000000",108.22,108.82,108.15,108.53
"2000-10-30 00:00:00.000000",108.74,109.07,108.39,108.96
"2000-10-31 00:00:00.000000",108.96,109.27,108.63,108.79
"2000-11-01 00:00:00.000000",108.78,109.03,108.08,108.25
"2000-11-02 00:00:00.000000",108.27,108.43,107.93,108.15
"2000-11-03 00:00:00.000000",108.13,108.3,106.76,106.95
"2000-11-06 00:00:00.000000",107.22,107.6,106.84,107.36
"2000-11-07 00:00:00.000000",107.37,107.48,106.85,107.06
"2000-11-08 00:00:00.000000",107.12,107.82,106.89,107.23
"2000-11-09 00:00:00.000000",107.23,107.78,107.05,107.58
"2000-11-10 00:00:00.000000",107.56,107.98,107.32,107.83
"2000-11-13 00:00:00.000000",107.97,108.03,107.35,107.54
"2000-11-14 00:00:00.000000",107.53,108.25,107.51,108.16
"2000-11-15 00:00:00.000000",108.15,108.92,107.9,108.76
"2000-11-16 00:00:00.000000",108.77,109.09,108.61,108.84
"2000-11-17 00:00:00.000000",108.83,108.95,108.58,108.78
"2000-11-20 00:00:00.000000",108.88,110.31,108.77,109.69
"2000-11-21 00:00:00.000000",109.69,110.42,109.61,109.92
"2000-11-22 00:00:00.000000",109.94,110.28,109.42,110.16
"2000-11-23 00:00:00.000000",110.14,110.38,109.99,110.35
"2000-11-24 00:00:00.000000",110.37,111.39,110.33,111.23
"2000-11-27 00:00:00.000000",111.41,111.5,110.27,110.57
"2000-11-28 00:00:00.000000",110.59,110.8,109.99,110.17
"2000-11-29 00:00:00.000000",110.16,111.34,109.77,111.32
"2000-11-30 00:00:00.000000",111.31,111.33,110.26,110.37
"2000-12-01 00:00:00.000000",110.38,112.01,110.28,111.19
"2000-12-04 00:00:00.000000",111.09,111.34,110.37,111.06
"2000-12-05 00:00:00.000000",111.06,111.16,110.35,110.74
"2000-12-06 00:00:00.000000",110.72,111.03,110.11,110.16
"2000-12-07 00:00:00.000000",110.26,110.82,110.14,110.54
"2000-12-08 00:00:00.000000",110.56,111.43,110.38,110.9
"2000-12-11 00:00:00.000000",111.22,111.26,110.5,110.72
"2000-12-12 00:00:00.000000",110.75,111.71,110.72,111.57
"2000-12-13 00:00:00.000000",111.63,112.72,111.4,112.36
"2000-12-14 00:00:00.000000",112.37,112.81,111.82,112.13
"2000-12-15 00:00:00.000000",112.12,112.7,112.09,112.42
"2000-12-18 00:00:00.000000",112.53,112.73,111.86,112.12
"2000-12-19 00:00:00.000000",112.18,112.65,111.76,112.65
"2000-12-20 00:00:00.000000",112.67,113.01,112.36,112.89
"2000-12-21 00:00:00.000000",112.88,113.15,111.84,112.11
"2000-12-22 00:00:00.000000",112.14,112.99,112.02,112.8
"2000-12-25 00:00:00.000000",112.91,113.07,112.68,113.02
"2000-12-26 00:00:00.000000",112.98,113.74,112.8,113.73
"2000-12-27 00:00:00.000000",113.74,114.45,113.66,114.26
"2000-12-28 00:00:00.000000",114.22,114.92,114.08,114.59
"2000-12-29 00:00:00.000000",114.57,115.08,114.14,114.38
"2001-01-01 00:00:00.000000",114.61,114.63,114.27,114.57
"2001-01-02 00:00:00.000000",114.61,115.05,114.21,114.4
"2001-01-03 00:00:00.000000",114.4,114.67,113.5,113.84
"2001-01-04 00:00:00.000000",113.81,116.11,113.58,116.09
"2001-01-05 00:00:00.000000",116.07,116.87,115.94,116.45
"2001-01-08 00:00:00.000000",116.51,116.56,115.62,116.1
"2001-01-09 00:00:00.000000",116.02,117.07,115.61,117.07
"2001-01-10 00:00:00.000000",117.09,117.15,115.74,116.45
"2001-01-11 00:00:00.000000",116.49,118.02,116.39,117.91
"2001-01-12 00:00:00.000000",117.92,118.56,117.36,118.47
"2001-01-15 00:00:00.000000",118.73,119.36,118.51,119.11
"2001-01-16 00:00:00.000000",119.11,119.13,117.06,117.71
"2001-01-17 00:00:00.000000",117.68,119.26,116.88,119.17
"2001-01-18 00:00:00.000000",119.16,119.85,117.61,117.9
"2001-01-19 00:00:00.000000",117.82,118.28,116.94,117.13
"2001-01-22 00:00:00.000000",116.69,117.06,116.13,116.46
"2001-01-23 00:00:00.000000",116.44,117.4,116.39,116.61
"2001-01-24 00:00:00.000000",116.62,118.45,116.55,117.9
"2001-01-25 00:00:00.000000",117.89,117.98,116.33,116.62
"2001-01-26 00:00:00.000000",116.64,117.55,116.31,117.32
"2001-01-29 00:00:00.000000",117.67,117.67,116.11,116.74
"2001-01-30 00:00:00.000000",116.69,116.92,115.58,115.65
"2001-01-31 00:00:00.000000",115.68,116.73,115.67,116.68
"2001-02-01 00:00:00.000000",116.59,116.7,115.17,115.42
"2001-02-02 00:00:00.000000",115.4,116.22,114.9,115.63
"2001-02-05 00:00:00.000000",115.8,116.04,114.56,114.71
"2001-02-06 00:00:00.000000",114.72,115.26,114.3,114.74
"2001-02-07 00:00:00.000000",114.76,116.35,114.7,116.16
"2001-02-08 00:00:00.000000",116.29,116.8,115.81,116.71
"2001-02-09 00:00:00.000000",116.73,117.75,116.29,117.5
"2001-02-12 00:00:00.000000",117.44,117.93,117.29,117.31
"2001-02-13 00:00:00.000000",117.33,117.6,116.5,116.6
"2001-02-14 00:00:00.000000",116.6,116.87,116.03,116.19
"2001-02-15 00:00:00.000000",116.18,116.43,115.32,115.62
"2001-02-16 00:00:00.000000",115.61,115.9,114.5,115.72
"2001-02-19 00:00:00.000000",116.17,116.17,115.59,116.08
"2001-02-20 00:00:00.000000",116.09,116.2,115.17,115.64
"2001-02-21 00:00:00.000000",115.66,116.85,115.29,116.37
"2001-02-22 00:00:00.000000",116.45,117.18,115.8,117.01
"2001-02-23 00:00:00.000000",117,117,115.57,115.75
"2001-02-26 00:00:00.000000",115.88,116.77,115.77,116.48
"2001-02-27 00:00:00.000000",116.47,116.57,115.9,116.36
"2001-02-28 00:00:00.000000",116.37,117.52,115.82,117.39
"2001-03-01 00:00:00.000000",117.27,117.56,116.98,117.5
"2001-03-02 00:00:00.000000",117.49,119.29,117.26,119.05
"2001-03-05 00:00:00.000000",119.26,119.75,118.6,118.92
"2001-03-06 00:00:00.000000",118.95,119.01,118.2,118.7
"2001-03-07 00:00:00.000000",118.71,120.22,118.54,119.52
"2001-03-08 00:00:00.000000",119.5,120.38,119.25,119.82
"2001-03-09 00:00:00.000000",119.81,119.84,119.04,119.54
"2001-03-12 00:00:00.000000",119.6,120.7,119.44,120.47
"2001-03-13 00:00:00.000000",120.45,120.57,119.55,119.61
"2001-03-14 00:00:00.000000",119.65,121.2,119.27,120.82
"2001-03-15 00:00:00.000000",120.83,122.52,120.48,121.99
"2001-03-16 00:00:00.000000",122.01,123.16,121.82,122.92
"2001-03-19 00:00:00.000000",123.18,123.61,121.98,122.8
"2001-03-20 00:00:00.000000",122.78,122.98,121.95,122.2
"2001-03-21 00:00:00.000000",122.11,123.92,122.06,123.02
"2001-03-22 00:00:00.000000",123.03,124.3,123,123.76
"2001-03-23 00:00:00.000000",123.75,123.75,122.47,122.83
"2001-03-26 00:00:00.000000",123.02,123.8,122.39,122.66
"2001-03-27 00:00:00.000000",122.67,123.31,121.68,122.16
"2001-03-28 00:00:00.000000",122.13,122.73,121.37,122.27
"2001-03-29 00:00:00.000000",122.28,123.76,122.12,123.68
"2001-03-30 00:00:00.000000",123.69,126.32,123.19,126.23
"2001-04-02 00:00:00.000000",126.13,126.82,125.63,126.64
"2001-04-03 00:00:00.000000",126.61,126.75,125.19,125.53
"2001-04-04 00:00:00.000000",125.57,126.27,124.79,125.47
"2001-04-05 00:00:00.000000",125.46,125.48,123.5,124.26
"2001-04-06 00:00:00.000000",124.27,125.52,123.63,123.73
"2001-04-09 00:00:00.000000",124.19,125.47,124.14,125.28
"2001-04-10 00:00:00.000000",125.29,125.38,124.15,124.42
"2001-04-11 00:00:00.000000",124.4,124.99,123.84,124.74
"2001-04-12 00:00:00.000000",124.75,124.95,122.92,123.5
"2001-04-13 00:00:00.000000",123.67,124.44,123.5,123.5
"2001-04-16 00:00:00.000000",124.27,124.92,124.18,124.6
"2001-04-17 00:00:00.000000",124.59,124.7,123.05,123.38
"2001-04-18 00:00:00.000000",123.35,123.65,121.95,122
"2001-04-19 00:00:00.000000",122.02,122.37,120.85,121.24
"2001-04-20 00:00:00.000000",121.24,122.7,121.17,122.33
"2001-04-23 00:00:00.000000",121.65,122.53,121.05,121.18
"2001-04-24 00:00:00.000000",121.13,122.32,121.06,122.3
"2001-04-25 00:00:00.000000",122.29,122.66,121.92,122.09
"2001-04-26 00:00:00.000000",122.09,123.54,121.77,123.17
"2001-04-27 00:00:00.000000",123.25,124.32,123.12,124.02
"2001-04-30 00:00:00.000000",124.16,124.17,123.14,123.38
"2001-05-01 00:00:00.000000",123.39,123.52,121.81,122.11
"2001-05-02 00:00:00.000000",122.12,122.53,121.21,121.53
"2001-05-03 00:00:00.000000",121.52,121.81,120.73,121.33
"2001-05-04 00:00:00.000000",121.38,121.49,120.48,121.28
"2001-05-07 00:00:00.000000",121.39,121.81,120.85,120.87
"2001-05-08 00:00:00.000000",120.92,122.12,120.73,121.28
"2001-05-09 00:00:00.000000",121.32,122.41,121.17,122.31
"2001-05-10 00:00:00.000000",122.33,122.74,121.97,122.52
"2001-05-11 00:00:00.000000",122.49,122.82,122.02,122.37
"2001-05-14 00:00:00.000000",122.64,123.36,122.39,123.2
"2001-05-15 00:00:00.000000",123.19,123.65,123.01,123.2
"2001-05-16 00:00:00.000000",123.24,124.03,123.04,123.23
"2001-05-17 00:00:00.000000",123.28,123.38,122.39,122.6
"2001-05-18 00:00:00.000000",122.61,123.8,122.51,123.51
"2001-05-21 00:00:00.000000",123.62,123.72,122.47,122.67
"2001-05-22 00:00:00.000000",122.66,123.31,122.41,122.72
"2001-05-23 00:00:00.000000",122.73,122.81,119.35,120.2
"2001-05-24 00:00:00.000000",120.21,120.4,118.83,119.97
"2001-05-25 00:00:00.000000",120.08,120.77,119.84,120.59
"2001-05-28 00:00:00.000000",120.5,121.26,120.44,121.26
"2001-05-29 00:00:00.000000",121.23,121.36,119.92,120.06
"2001-05-30 00:00:00.000000",120.12,120.58,119.9,120.44
"2001-05-31 00:00:00.000000",120.45,120.51,118.44,119.23
"2001-06-01 00:00:00.000000",119.21,119.29,118.26,119.21
"2001-06-04 00:00:00.000000",119.14,119.85,118.85,119.2
"2001-06-05 00:00:00.000000",119.21,120.42,118.72,120.18
"2001-06-06 00:00:00.000000",120.2,120.82,119.97,120
"2001-06-07 00:00:00.000000",120.04,120.36,119.6,120.33
"2001-06-08 00:00:00.000000",120.31,120.98,120.03,120.85
"2001-06-11 00:00:00.000000",120.86,122.05,120.85,121.83
"2001-06-12 00:00:00.000000",121.82,122.06,121.51,121.58
"2001-06-13 00:00:00.000000",121.55,122.43,121.5,122.02
"2001-06-14 00:00:00.000000",122.04,122.26,121.17,121.3
"2001-06-15 00:00:00.000000",121.32,123.24,120.82,122.87
"2001-06-18 00:00:00.000000",122.97,123.47,122.68,123.42
"2001-06-19 00:00:00.000000",123.12,123.73,122.64,122.8
"2001-06-20 00:00:00.000000",122.88,124.01,122.51,123.87
"2001-06-21 00:00:00.000000",123.88,124.67,123.65,124.57
"2001-06-22 00:00:00.000000",124.56,124.7,123.81,124.46
"2001-06-25 00:00:00.000000",124.3,124.46,123.67,123.9
"2001-06-26 00:00:00.000000",123.91,124.01,123.23,123.78
"2001-06-27 00:00:00.000000",123.77,124.43,123.66,124.22
"2001-06-28 00:00:00.000000",124.23,124.97,124.21,124.85
"2001-06-29 00:00:00.000000",124.83,124.87,123.75,124.5
"2001-07-02 00:00:00.000000",124.75,124.98,123.95,123.97
"2001-07-03 00:00:00.000000",124,124.58,123.58,124.35
"2001-07-04 00:00:00.000000",124.42,125.03,124.19,124.43
"2001-07-05 00:00:00.000000",124.43,125.77,124.39,125.56
"2001-07-06 00:00:00.000000",125.55,126.13,125.44,125.82
"2001-07-09 00:00:00.000000",125.82,125.96,125.18,125.26
"2001-07-10 00:00:00.000000",125.27,125.87,125.16,125.27
"2001-07-11 00:00:00.000000",125.28,125.75,123.82,124.27
"2001-07-12 00:00:00.000000",124.31,124.49,123.45,123.93
"2001-07-13 00:00:00.000000",123.92,125,123.86,124.86
"2001-07-16 00:00:00.000000",124.74,125.53,124.7,125.5
"2001-07-17 00:00:00.000000",125.48,125.66,124.7,124.8
"2001-07-18 00:00:00.000000",124.81,125.44,123.73,124.08
"2001-07-19 00:00:00.000000",123.97,124.15,123.18,123.38
"2001-07-20 00:00:00.000000",123.39,123.77,122.66,122.86
"2001-07-23 00:00:00.000000",123.17,124.46,123.17,124.38
"2001-07-24 00:00:00.000000",124.4,124.47,123.8,124.2
"2001-07-25 00:00:00.000000",124.21,124.44,123.35,123.57
"2001-07-26 00:00:00.000000",123.57,124.07,123.12,123.72
"2001-07-27 00:00:00.000000",123.73,124.12,123.19,123.46
"2001-07-30 00:00:00.000000",123.3,125.36,123.2,125.17
"2001-07-31 00:00:00.000000",125.16,125.25,124.6,125.01
"2001-08-01 00:00:00.000000",125,125.2,124.31,124.39
"2001-08-02 00:00:00.000000",124.38,124.7,123.5,123.72
"2001-08-03 00:00:00.000000",123.7,123.99,123.27,123.6
"2001-08-06 00:00:00.000000",123.73,124.25,123.68,123.8
"2001-08-07 00:00:00.000000",123.85,124.15,123.36,123.56
"2001-08-08 00:00:00.000000",123.55,123.71,122.77,123.56
"2001-08-09 00:00:00.000000",123.55,123.95,121.34,121.96
"2001-08-10 00:00:00.000000",121.97,122.6,121.7,121.95
"2001-08-13 00:00:00.000000",121.91,122.53,121.37,122.38
"2001-08-14 00:00:00.000000",122.42,123.15,121.17,121.83
"2001-08-15 00:00:00.000000",121.83,121.89,119.06,119.89
"2001-08-16 00:00:00.000000",119.87,120.43,119.22,120.25
"2001-08-17 00:00:00.000000",120.23,120.77,120.02,120.19
"2001-08-20 00:00:00.000000",120.33,120.86,120.07,120.74
"2001-08-21 00:00:00.000000",120.69,120.94,119.46,119.77
"2001-08-22 00:00:00.000000",119.7,120.56,119.31,120.42
"2001-08-23 00:00:00.000000",120.41,120.67,119.58,119.89
"2001-08-24 00:00:00.000000",119.9,120.36,119.52,119.98
"2001-08-27 00:00:00.000000",120.17,120.5,119.77,119.89
"2001-08-28 00:00:00.000000",119.85,120.8,119.65,120.02
"2001-08-29 00:00:00.000000",120.03,120.29,119.04,120.16
"2001-08-30 00:00:00.000000",120.15,120.22,119.2,119.43
"2001-08-31 00:00:00.000000",119.47,119.52,118.43,118.75
"2001-09-03 00:00:00.000000",118.83,119.1,118.56,118.71
"2001-09-04 00:00:00.000000",118.72,119.64,118.57,119.4
"2001-09-05 00:00:00.000000",119.42,120.88,119.27,120.74
"2001-09-06 00:00:00.000000",120.75,121.52,120.62,120.94
"2001-09-07 00:00:00.000000",120.94,121.41,119.72,120
"2001-09-10 00:00:00.000000",120.24,121.14,119.73,121.1
"2001-09-11 00:00:00.000000",121.07,122.05,118.33,119.58
"2001-09-12 00:00:00.000000",119.57,119.8,118.55,119.61
"2001-09-13 00:00:00.000000",119.53,119.73,118.55,118.81
"2001-09-14 00:00:00.000000",118.8,119.19,116.86,117.32
"2001-09-17 00:00:00.000000",117.66,118.35,116.65,117.86
"2001-09-18 00:00:00.000000",117.87,118.2,117.05,117.26
"2001-09-19 00:00:00.000000",117.19,118.1,117.08,117.5
"2001-09-20 00:00:00.000000",117.51,117.65,115.76,116.43
"2001-09-21 00:00:00.000000",116.44,117.48,115.98,116.59
"2001-09-24 00:00:00.000000",116.83,117.62,116.27,117.55
"2001-09-25 00:00:00.000000",117.54,117.78,116.96,117.51
"2001-09-26 00:00:00.000000",117.52,118.08,117.05,117.88
"2001-09-27 00:00:00.000000",117.88,120.01,117.62,119.66
"2001-09-28 00:00:00.000000",119.67,119.75,118.65,119.48
"2001-10-01 00:00:00.000000",119.5,120.43,119.43,120.3
"2001-10-02 00:00:00.000000",120.31,121.11,120.06,120.61
"2001-10-03 00:00:00.000000",120.55,121.45,120.42,120.58
"2001-10-04 00:00:00.000000",120.6,120.83,120.17,120.47
"2001-10-05 00:00:00.000000",120.5,120.66,119.91,120.47
"2001-10-08 00:00:00.000000",120.11,120.2,119.58,119.72
"2001-10-09 00:00:00.000000",119.75,120.33,119.7,120.2
"2001-10-10 00:00:00.000000",120.2,120.58,119.73,120.26
"2001-10-11 00:00:00.000000",120.21,121.66,120.07,121.4
"2001-10-12 00:00:00.000000",121.37,121.76,120.69,121.22
"2001-10-15 00:00:00.000000",120.9,121.14,120.45,120.8
"2001-10-16 00:00:00.000000",120.82,121.89,120.58,121.27
"2001-10-17 00:00:00.000000",121.28,121.79,120.73,121.22
"2001-10-18 00:00:00.000000",121.22,121.46,120.73,121.14
"2001-10-19 00:00:00.000000",121.1,121.35,120.79,121.17
"2001-10-22 00:00:00.000000",121.28,122.57,121.25,122.38
"2001-10-23 00:00:00.000000",122.34,123.02,122.2,122.51
"2001-10-24 00:00:00.000000",122.54,122.96,122.28,122.81
"2001-10-25 00:00:00.000000",122.8,123.35,122.41,122.88
"2001-10-26 00:00:00.000000",122.86,123.25,122.38,122.65
"2001-10-29 00:00:00.000000",122.76,122.76,121.82,121.89
"2001-10-30 00:00:00.000000",121.91,122.19,121.54,122.12
"2001-10-31 00:00:00.000000",122.12,122.63,121.61,122.4
"2001-11-01 00:00:00.000000",122.4,122.41,121.32,121.97
"2001-11-02 00:00:00.000000",121.97,122.01,121.39,121.62
"2001-11-05 00:00:00.000000",121.67,122.12,121.49,121.56
"2001-11-06 00:00:00.000000",121.55,121.68,120.93,121.17
"2001-11-07 00:00:00.000000",121.16,121.23,120.68,121.16
"2001-11-08 00:00:00.000000",121.15,121.36,119.75,120.12
"2001-11-09 00:00:00.000000",120.13,120.51,120.02,120.22
"2001-11-12 00:00:00.000000",120.33,120.83,119.69,120.57
"2001-11-13 00:00:00.000000",120.58,121.77,120.48,121.42
"2001-11-14 00:00:00.000000",121.39,122,121.36,121.53
"2001-11-15 00:00:00.000000",121.53,122.48,121.48,122.45
"2001-11-16 00:00:00.000000",122.45,122.93,121.97,122.87
"2001-11-19 00:00:00.000000",122.89,123.5,122.75,123.08
"2001-11-20 00:00:00.000000",123.13,123.21,122.46,122.57
"2001-11-21 00:00:00.000000",122.63,123.39,122.5,123.15
"2001-11-22 00:00:00.000000",123.12,124,122.94,123.95
"2001-11-23 00:00:00.000000",123.96,124.46,123.63,124.28
"2001-11-26 00:00:00.000000",124.36,124.39,123.78,124.05
"2001-11-27 00:00:00.000000",124.06,124.57,123.66,123.97
"2001-11-28 00:00:00.000000",123.88,123.99,122.97,123.15
"2001-11-29 00:00:00.000000",123.12,123.94,122.81,123.94
"2001-11-30 00:00:00.000000",123.95,124.15,122.78,123.45
"2001-12-03 00:00:00.000000",123.31,124.28,123.23,124.28
"2001-12-04 00:00:00.000000",124.29,124.37,123.6,124.14
"2001-12-05 00:00:00.000000",124.14,124.51,123.94,124.16
"2001-12-06 00:00:00.000000",124.17,124.93,123.74,124.55
"2001-12-07 00:00:00.000000",124.57,125.74,124.46,125.49
"2001-12-10 00:00:00.000000",125.69,126.38,125.51,125.95
"2001-12-11 00:00:00.000000",125.96,126.3,125.64,125.83
"2001-12-12 00:00:00.000000",125.84,126.56,125.45,125.91
"2001-12-13 00:00:00.000000",125.91,126.64,125.85,126.12
"2001-12-14 00:00:00.000000",126.11,127.93,126.07,127.37
"2001-12-17 00:00:00.000000",127.26,128,127.11,127.64
"2001-12-18 00:00:00.000000",127.66,128.43,127.53,128.26
"2001-12-19 00:00:00.000000",128.3,128.39,127.56,128.37
"2001-12-20 00:00:00.000000",128.38,129.3,127.87,129.2
"2001-12-21 00:00:00.000000",129.19,129.72,129.07,129.5
"2001-12-24 00:00:00.000000",129.61,130.01,129.3,129.85
"2001-12-25 00:00:00.000000",129.85,130.95,129.73,130.85
"2001-12-26 00:00:00.000000",130.84,131.31,130.35,131.28
"2001-12-27 00:00:00.000000",131.27,132.05,131,131.81
"2001-12-28 00:00:00.000000",131.8,131.87,130.76,131.05
"2001-12-31 00:00:00.000000",131.33,131.68,130.6,131.67
"2002-01-01 00:00:00.000000",131.67,132,131.24,131.93
"2002-01-02 00:00:00.000000",131.94,132.27,131.24,132.14
"2002-01-03 00:00:00.000000",132.14,132.15,131.32,131.7
"2002-01-04 00:00:00.000000",131.71,131.72,130.64,131.02
"2002-01-07 00:00:00.000000",130.7,131.6,130.36,131.25
"2002-01-08 00:00:00.000000",131.27,132.97,131.25,132.92
"2002-01-09 00:00:00.000000",132.93,133.35,132.18,132.94
"2002-01-10 00:00:00.000000",132.95,132.97,131.98,132.13
"2002-01-11 00:00:00.000000",132.15,132.54,131.54,132.15
"2002-01-14 00:00:00.000000",131.85,132.12,131.43,131.63
"2002-01-15 00:00:00.000000",131.62,131.81,130.86,131.22
"2002-01-16 00:00:00.000000",131.22,132.32,131.19,132.19
"2002-01-17 00:00:00.000000",132.21,132.62,131.78,132.45
"2002-01-18 00:00:00.000000",132.4,133.01,132.37,132.62
"2002-01-21 00:00:00.000000",132.42,132.99,131.95,132.95
"2002-01-22 00:00:00.000000",132.84,133.81,132.84,133.66
"2002-01-23 00:00:00.000000",133.62,134.62,133.58,134.53
"2002-01-24 00:00:00.000000",134.54,134.93,134.06,134.85
"2002-01-25 00:00:00.000000",134.87,134.92,134.06,134.55
"2002-01-28 00:00:00.000000",134.8,134.83,133.15,133.56
"2002-01-29 00:00:00.000000",133.54,133.71,132.92,133.44
"2002-01-30 00:00:00.000000",133.45,133.64,132.3,132.87
"2002-01-31 00:00:00.000000",132.89,135.16,132.56,134.87
"2002-02-01 00:00:00.000000",134.89,134.92,132.88,133.1
"2002-02-04 00:00:00.000000",132.89,133.47,131.93,132.03
"2002-02-05 00:00:00.000000",132.03,134.26,131.96,133.8
"2002-02-06 00:00:00.000000",133.77,134.36,133.32,133.64
"2002-02-07 00:00:00.000000",133.63,134.13,133.34,133.95
"2002-02-08 00:00:00.000000",133.93,135,133.48,134.67
"2002-02-11 00:00:00.000000",134.95,134.98,133.14,133.37
"2002-02-12 00:00:00.000000",133.31,133.71,132.43,132.72
"2002-02-13 00:00:00.000000",132.72,133.42,132.13,133
"2002-02-14 00:00:00.000000",132.98,132.98,131.94,132.05
"2002-02-15 00:00:00.000000",132.8,133.05,132.35,132.59
"2002-02-18 00:00:00.000000",132.65,132.85,132.41,132.66
"2002-02-19 00:00:00.000000",132.66,134,132.58,133.42
"2002-02-20 00:00:00.000000",133.41,133.93,132.98,133.77
"2002-02-21 00:00:00.000000",133.77,134.47,133.35,134.2
"2002-02-22 00:00:00.000000",134.17,134.5,133.49,134.11
"2002-02-25 00:00:00.000000",134.02,134.1,133.6,133.84
"2002-02-26 00:00:00.000000",133.85,134.69,133.59,134.52
"2002-02-27 00:00:00.000000",134.55,134.99,134.06,134.22
"2002-02-28 00:00:00.000000",134.21,134.39,133.15,133.46
"2002-03-01 00:00:00.000000",133.43,133.86,133.03,133.32
"2002-03-04 00:00:00.000000",133.44,133.47,131.85,131.95
"2002-03-05 00:00:00.000000",131.97,132.58,131.54,132.22
"2002-03-06 00:00:00.000000",132.25,132.47,130.51,130.74
"2002-03-07 00:00:00.000000",130.81,130.88,126.47,127.62
"2002-03-08 00:00:00.000000",127.67,128.75,127.26,128.62
"2002-03-11 00:00:00.000000",128.22,129.18,127.74,128.02
"2002-03-12 00:00:00.000000",128.06,129.28,128.06,129.03
"2002-03-13 00:00:00.000000",129.03,129.62,128.96,129.36
"2002-03-14 00:00:00.000000",129.35,129.42,128.18,129.25
"2002-03-15 00:00:00.000000",129.27,129.44,128.82,129.01
"2002-03-18 00:00:00.000000",129.84,131.53,129.67,131.16
"2002-03-19 00:00:00.000000",131.15,132.45,130.84,132.2
"2002-03-20 00:00:00.000000",132.22,132.4,131.23,131.35
"2002-03-21 00:00:00.000000",131.36,132.23,131.23,132.11
"2002-03-22 00:00:00.000000",132.11,132.93,131.94,132.9
"2002-03-25 00:00:00.000000",132.81,133.45,132.64,133.3
"2002-03-26 00:00:00.000000",133.31,133.44,132.23,133.08
"2002-03-27 00:00:00.000000",133.06,133.07,132.28,132.73
"2002-03-28 00:00:00.000000",132.7,132.85,132.16,132.75
"2002-03-29 00:00:00.000000",132.77,133.2,132.23,132.7
"2002-04-01 00:00:00.000000",132.95,133.82,132.84,133.31
"2002-04-02 00:00:00.000000",133.32,133.6,132.82,133.13
"2002-04-03 00:00:00.000000",133.13,133.27,132.33,132.71
